NR,AU,AUNR
n1721,"Sebastian-Diaz Tovar, Johan",1.0
n1721,"Valbuena-Duarte, Sonia",2.0
n1721,"Racedo-Niebles, Francisco",3.0
n1722,"Lopez-Romero, Luis A.",1.0
n1722,"Riano-Carreno, Diana M.",2.0
n1722,"Pachon-Poveda, Marlen Y.",3.0
n1722,"Mendoza-Sanchez, Jose A.",4.0
n1722,"Leon-Vargas, Yisel K.",5.0
n1722,"Moreno-Pabon, Alexander",6.0
n1722,"Trillos-Leal, Ramiro",7.0
n1722,"Garcia-Gomez, Ronald G.",8.0
n1722,"Rueda-Guzman, Ligia C.",9.0
n1722,"Silva, Federico",10.0
n1723,"Barradas, Susana",1.0
n1723,"Finck, Carolyn",2.0
n1724,"Roxanna Moreno-Marenco, Astrid",1.0
n1724,"Giraldo, Liliana",2.0
n1724,"Carlos Moreno-Pirajan, Juan",3.0
n1725,"Gonzalez, Daniela",1.0
n1725,"Rueda-Plata, Diego",2.0
n1725,"Acevedo, Ana B.",3.0
n1725,"Duque, Juan C.",4.0
n1725,"Ramos-Pollan, Raul",5.0
n1725,"Betancourt, Alejandro",6.0
n1725,"Garcia, Sebastian",7.0
n1726,"Martinez, Blanca",1.0
n1726,"Jose Sanin, Maria",2.0
n1726,"Santiago Castillo, Luis",3.0
n1726,"Lopez, Rene",4.0
n1726,"Bernal, Rodrigo",5.0
n1727,"Medrano-Galarza, Catalina",1.0
n1727,"German Ahumada-Beltran, Diego",2.0
n1727,"Jose Romero-Zuniga, Juan",3.0
n1727,"Donado-Godoy, Pilar",4.0
n1728,"Perez Archila, Luis Miguel",1.0
n1728,"Bastidas Rodriguez, Juan David",2.0
n1728,"Correa, Rodrigo",3.0
n1729,"Gonzalez, Ivan D.",1.0
n1729,"Vallejo, Alexandra",2.0
n1729,"Guerrero Lizcano, Eduardo",3.0
n1729,"Pabon Giron, Alexandra",4.0
n1730,"Pantoja, John J.",1.0
n1730,"Gutierrez, Sergio",2.0
n1730,"Pineda, Edwin",3.0
n1730,"Martinez, David",4.0
n1730,"Baer, Christoph",5.0
n1730,"Vega, Felix",6.0
n1731,"Escobar, Natalia",1.0
n1731,"Arenas, Nelson E.",2.0
n1731,"Marquez, Sara M.",3.0
n1732,"Picon Viana, Cristian Johan",1.0
n1732,"Ramos Ruiz, Jose Luis",2.0
n1732,"Almanza Ramirez, Camilo",3.0
n1732,"Ramos Camargo, Jose Luis",4.0
n1733,"Garcia-Velasquez, Carlos A.",1.0
n1733,"Cardona, Carlos A.",2.0
n1734,"Corzo, Bryan A.",1.0
n1734,"Suarez-Herrera, Marco F.",2.0
n1735,"Velez, Maria Alejandra",1.0
n1735,"Moros, Lina",2.0
n1736,"Garcia-Alfonso, Carolina",1.0
n1736,"Bernal-Macias, Santiago",2.0
n1736,"Garcia-Pardo, Yulieth",3.0
n1736,"Patricia Millan, Sonia",4.0
n1736,"Diaz, Maria-Claudia",5.0
n1737,"Gongora, Carmenza E.",1.0
n1737,"Tapias, Johanna",2.0
n1737,"Jaramillo, Jorge",3.0
n1737,"Medina, Ruben",4.0
n1737,"Gonzalez, Sebastian",5.0
n1737,"Casanova, Herley",6.0
n1737,"Ortiz, Aristofeles",7.0
n1737,"Benavides, Pablo",8.0
n1738,"Carrillo, Julian",1.0
n1738,"Ramirez, Julieth",2.0
n1738,"Lizarazo-Marriaga, Juan",3.0
n1739,"Rave-Osorio, L. C.",1.0
n1739,"Londono-Calderon, V",2.0
n1739,"Restrepo, J.",3.0
n1739,"Arnache, O.",4.0
n1739,"Restrepo-Parra, E.",5.0
n1740,"Maria Berrouet, Lina",1.0
n1740,"Machado, Jenny",2.0
n1740,"Villegas-Palacio, Clara",3.0
n1741,"Ochoa-Diaz, Ricardo",1.0
n1742,"Baron-Prada, Eder",1.0
n1742,"Mojica-Nava, Eduardo",2.0
n1743,"Aliaga Saez, Felipe",1.0
n1743,"Girola Molina, Lidia",2.0
n1743,"Maric Palenque, Maria Lily",3.0
n1743,"Salazar Arenas, Oscar Ivan",4.0
n1744,"Valencia-Zuluaga, Tomas",1.0
n1744,"Agudelo-Martinez, Daniel",2.0
n1744,"Arango-Angarita, Dario",3.0
n1744,"Acosta-Urrego, Camilo",4.0
n1744,"Rivera, Sergio",5.0
n1744,"Rodriguez-Medina, Diego",6.0
n1744,"Gers, Juan",7.0
n1745,"Chaverra, Dairo E.",1.0
n1745,"Restrepo-Baena, Oscar J.",2.0
n1745,"Ruiz, Maria C.",3.0
n1746,"Rivero, Wilberto",1.0
n1746,"Buitrago-Garcia, Diana",2.0
n1746,"Santos-Moreno, Pedro",3.0
n1746,"Rodriguez, Fernando",4.0
n1747,"Velasco-Carvajal, P.",1.0
n1747,"Camacho, G.",2.0
n1747,"Cuellar-Usaquen, D.",3.0
n1747,"Alvarez-Martinez, D.",4.0
n1748,"Molina, Kevin",1.0
n1748,"Ortega, Daniel",2.0
n1748,"Martinez, Manuel",3.0
n1748,"Pinto-Hernandez, William",4.0
n1748,"Andres Gonzalez-Estrada, Octavio",5.0
n1749,"Ernesto Astudillo-Ordonez, Camilo",1.0
n1749,"Rodriguez, Pablo",2.0
n1750,"Herrera, S.",1.0
n1750,"Marenco Maldonado, J.",2.0
n1750,"Diaz-Coronado, J. C.",3.0
n1750,"Rojas-Gualdron, D.",4.0
n1750,"Hernandez-Parra, D.",5.0
n1750,"Pineda, R.",6.0
n1751,"Sebastian Segura-Charry, Juan",1.0
n1751,"Alexandra Parada-Martinez, Maria",2.0
n1751,"Ramiro Segura-Puello, Hugo",3.0
n1751,"Milena Munoz-Forero, Diana",4.0
n1751,"Lorena Nieto-Mosquera, Diana",5.0
n1751,"Catalina Villamil-Ballesteros, Andrea",6.0
n1751,"Julieth Cortes-Munoz, Ani",7.0
n1752,"Hernandez, Shannon",1.0
n1752,"Nino, Lilibeth",2.0
n1752,"Gelves, German",3.0
n1753,"Restrepo-Escobar, Mauricio",1.0
n1753,"Granda-Carvajal, Paula A.",2.0
n1753,"Aguirre, Daniel C.",3.0
n1753,"Hernandez-Zapata, Johanna",4.0
n1753,"Vasquez, Gloria M.",5.0
n1753,"Jaimes, Fabian",6.0
n1754,"Montes, Daniel",1.0
n1754,"Orozco, Wendy",2.0
n1754,"Taborda, Esteban A.",3.0
n1754,"Franco, Camilo A.",4.0
n1754,"Cortes, Farid B.",5.0
n1755,"De Leon, C.",1.0
n1755,"Martinez, R.",2.0
n1755,"Rocha, J. F.",3.0
n1756,"Roman-Calderon, Juan Pablo",1.0
n1756,"Aguilar-Barrientos, Sara",2.0
n1756,"EstebanEscalante, Juan",3.0
n1756,"Arias, Alejandro",4.0
n1756,"Barbosa, Jaime",5.0
n1757,"Camilo Diaz-Coronado, Juan",1.0
n1757,"Herrera-Uribe, Sebastian",2.0
n1757,"Rojas-Gualdron, Diego",3.0
n1757,"Betancur-Vasquez, Laura",4.0
n1757,"Gonzalez-Hurtado, Daniel",5.0
n1757,"Gonzalez-Arango, Juanita",6.0
n1757,"Uribe-Arango, Laura",7.0
n1757,"Fernanda Saavedra, Maria",8.0
n1757,"Lacouture-Fierro, Jorge",9.0
n1757,"Monsalve, Santiago",10.0
n1757,"Guerra, Sebastian",11.0
n1757,"David Serna-Giraldo, Jose",12.0
n1757,"David Lopez, Juan",13.0
n1757,"Barbosa, Julian",14.0
n1757,"Hernandez-Parra, Deicy",15.0
n1757,"Antonio Pineda-Tamayo, Ricardo",16.0
n1758,"Cordoba Sanchez, Claudia Isabel",1.0
n1758,"Vasquez Sepulveda, Patricia de las Mercedes",2.0
n1758,"Gutierrez Valencia, Lina Maria",3.0
n1758,"Gordillo Velasquez, Yisella",4.0
n1758,"Grisales Salamanca, Catherine",5.0
n1759,"Paez-Triana, Luisa",1.0
n1759,"Munoz, Marina",2.0
n1759,"Herrera, Giovanny",3.0
n1759,"Moreno-Perez, Darwin A.",4.0
n1759,"Tafur-Gomez, Gabriel A.",5.0
n1759,"Montenegro, Diego",6.0
n1759,"Patarroyo, Manuel A.",7.0
n1759,"Paniz-Mondolfi, Alberto",8.0
n1759,"Ramirez, Juan David",9.0
n1760,"Lopez, S. Soto",1.0
n1760,"Mendez, M. E. Herrera",2.0
n1760,"Gamboa, J. Arenas",3.0
n1761,"Perez Cely, Hector C.",1.0
n1761,"Casadiego Rincon, Elkin J.",2.0
n1761,"Castellanos Lorduy, Hector J.",3.0
n1762,"Trujillo-Montenegro, Jhon Henry",1.0
n1762,"Rodriguez Cubillos, Maria Juliana",2.0
n1762,"Dario Loaiza, Cristian",3.0
n1762,"Quintero, Manuel",4.0
n1762,"Fabio Espitia-Navarro, Hector",5.0
n1762,"Salazar Villareal, Fredy Antonio",6.0
n1762,"Viveros Valens, Carlos Arturo",7.0
n1762,"Gonzalez Barrios, Andres Fernando",8.0
n1762,"De Vega, Jose",9.0
n1762,"Duitama, Jorge",10.0
n1762,"Riascos, John J.",11.0
n1763,"Ariza Galindo, Carlos Jose",1.0
n1763,"Castiblanco Bautista, Angela Patricia",2.0
n1764,"Rodriguez, Martha J.",1.0
n1764,"Camargo, Diana M.",2.0
n1764,"Orozco, Luis C.",3.0
n1764,"Concha, Sonia C.",4.0
n1765,"Calle, Margarita",1.0
n1765,"Martinez, Felipe",2.0
n1766,"Maria Martinez-Sanchez, Lina",1.0
n1766,"Lopez-Lopez, Lucelly",2.0
n1766,"Felipe Alvarez-Hernandez, Luis",3.0
n1766,"Ruiz-Mejia, Camilo",4.0
n1766,"Isabel Jaramillo-Jaramillo, Laura",5.0
n1766,"Roldan-Isaza, Mariana",6.0
n1766,"Diego Villegas-Alzate, Juan",7.0
n1767,"Martinez-Luengas, Miguel",1.0
n1768,"Pena Orozco, Carlos",1.0
n1768,"Chamorro Buelvas, Angie",2.0
n1769,"Teresa Orcasita-Pineda, Linda",1.0
n1769,"Camila Tamayo-Isaziga, Maria",2.0
n1769,"Daniela Diaz-Lara, Elsa",3.0
n1770,"Torres Osorio, Edilsa",1.0
n1771,"Makario Londono, John",1.0
n1771,"Vallejo, Katerine",2.0
n1771,"Quintero, Sleyde",3.0
n1772,"Castro-Robles, Yury Andrea",1.0
n1773,"Martinez-Quijano, Natalia",1.0
n1774,"Ramirez, Eugenio",1.0
n1774,"Zambrano, Juan",2.0
n1775,"Ospina Vanegas, Diana Paola",1.0
n1775,"Cristancho Gomez, Sandra Milena",2.0
n1775,"Lafaurie Villamil, Maria Mercedes",3.0
n1775,"Rubio Leon, Diana Carolina",4.0
n1776,"Blandon, J. C.",1.0
n1777,"Eliecer Gonzalez-Miranda, Christian",1.0
n1778,"Florez Bolivar, Roicer Alberto",1.0
n1779,"Olaya Gualteros, Dixon Vladimir",1.0
n1780,"Ortiz Garcia, Claudia Durley",1.0
n1781,"Alcalde Araya, Carlos",1.0
n1782,"Andres Cifuentes-Quin, Camilo",1.0
n1783,"Castillo Galvis, Sergio Hernando",1.0
n1784,"Matias Camargo, Sergio Roberto",1.0
n1785,"Molina Morales, Guillermo",1.0
n1786,"Rodriguez Ortiz, Angelica Maria",1.0
n1786,"Zapata Blandon, Edilberto",2.0
n1787,"Amaya, Santiago",1.0
n1788,"Arsanios Martin, Daniel",1.0
n1788,"Rueda, Juan",2.0
n1788,"Maria Santos, Ana",3.0
n1788,"Angarita, Ignacio",4.0
n1788,"Ballesteros, Jesus G.",5.0
n1788,"Cuervo, Francy",6.0
n1788,"Reyes, Viviana",7.0
n1788,"Padilla-Ortiz, Diana",8.0
n1788,"Londono, John",9.0
n1789,"Cadavid Londono, Paula",1.0
n1790,"Cortina-Navarro, Carolina",1.0
n1790,"Alvarez-Mino, Lidice",2.0
n1790,"Antonio Ariza-Alvarez, Ali",3.0
n1790,"Kasandra Diaz-Ortega, Yanina",4.0
n1791,"Velasco, Sofia",1.0
n1791,"Torres-Cortes, David",2.0
n1791,"Aguirre, Diego",3.0
n1792,"Carvajal Montealegre, Juan Sebastian",1.0
n1792,"Jimenez Romero, Daniela Del Pilar",2.0
n1792,"Herman Munoz, Jose",3.0
n1793,"Chaparro Susa, Clara Ines",1.0
n1794,"Lopez Lopez, Wilson",1.0
n1795,"Mantilla Figueroa, Luis Carlos",1.0
n1796,"Candelo Viafara, Juan Manuel",1.0
n1797,"Hincapie, Diana",1.0
n1798,"Macias Uribe, Henry Alberto",1.0
n1798,"Silva Roman, Nayibe",2.0
n1799,"Rodriguez Ortiz, Angelica Maria",1.0
n1800,"Alejandro Rodriguez, Jaime",1.0
n1801,"Delsy Mora, V",1.0
n1802,"Moreno Gonzalez, Leonardo",1.0
n1803,"Diaz-Valencia, Paula",1.0
n1803,"Melgarejo, Luz Marina",2.0
n1803,"Arcila, Ivon",3.0
n1803,"Mosquera-Vasquez, Teresa",4.0
n1804,"Soler Ramirez, Angela Maria",1.0
n1804,"Sanchez Cardenas, Julie Paola",2.0
n1804,"Arjona Caycedo, Juan Sebastian",3.0
n1804,"Chacon Tapias, Shayl Zamira",4.0
n1804,"Estrada Cano, Diana Carolina",5.0
n1804,"Salamanca Gallo, Edgar",6.0
n1804,"Seba Becerra, Juan Enrique",7.0
n1805,"Duarte, E.",1.0
n1805,"Cardona, A.",2.0
n1805,"Lopera, S.",3.0
n1805,"Valencia, V.",4.0
n1805,"Estupinan, H.",5.0
n1806,"Gil-Rojas, Yaneth",1.0
n1806,"Lasalvia, Pieralessandro",2.0
n1806,"Hernandez, Fabian",3.0
n1806,"Castaneda-Cardona, Camilo",4.0
n1806,"Castrillon-Correa, Johanna",5.0
n1806,"Herrera, Daniel",6.0
n1806,"Rosselli, Diego",7.0
n1807,"Marin-Henao, Daniela",1.0
n1807,"Quijano-Abril, Mario",2.0
n1807,"Giraldo Sanchez, Carlos Eduardo",3.0
n1807,"Calvo-Cardona, Samir Julian",4.0
n1807,"Zapata-Vahos, Isabel Cristina",5.0
n1808,"Franco Herrera, Astolfo Leon",1.0
n1808,"Fernandez Osorio, Adrian David",2.0
n1808,"De la Torre, Alejandro",3.0
n1808,"Canon Munoz, Martin",4.0
n1808,"Ordonez Hernandez, Cecilia Andrea",5.0
n1808,"Gonzalez, Carolina",6.0
n1809,"Jaime Tellez, Luis",1.0
n1809,"Carlos Garzon, Juan",2.0
n1809,"Edward Vinck, Eric",3.0
n1809,"David Castellanos, Julian",4.0
n1810,"Vasquez-Trujillo, Adolfo",1.0
n1810,"Cardona-Arango, Doris",2.0
n1810,"Segura-Cardona, Angela M.",3.0
n1810,"Portela-Camara, Daniel C.",4.0
n1810,"Alves-Honorio, Nildimar",5.0
n1810,"Parra-Henao, Gabriel",6.0
n1811,"Jaramillo-Garzon, W.",1.0
n1811,"Caballero, M. A.",2.0
n1811,"Alvarez-Aldana, D. F.",3.0
n1812,"Acosta-Humanez, Primitivo B.",1.0
n1812,"Blazquez-Sanz, David",2.0
n1812,"Venegas-Gomez, Henock",3.0
n1813,"Benavides, Gilberto",1.0
n1813,"Villate, Pamela",2.0
n1813,"Malaver, Carolina",3.0
n1814,"Aviles S, Oscar F.",1.0
n1814,"Rubiano M, Oscar G.",2.0
n1814,"Mauledoux M, Mauricio F.",3.0
n1814,"Valencia C, Angie J.",4.0
n1814,"Jimenez Moreno, Robinson",5.0
n1815,"Correa Naranjo, Maria Isabel",1.0
n1815,"Raad Sarabia, Maria Isabel",2.0
n1815,"Castillo Tamara, Edgard Eliud",3.0
n1816,"Gomez, Arley",1.0
n1816,"Segura, Omar",2.0
n1816,"Villamizar, Licet",3.0
n1816,"Rivera, Diana",4.0
n1816,"Nino, Levinson",5.0
n1816,"Bejarano, Diego",6.0
n1817,"Calvete Leon, Ivanna",1.0
n1818,"Cuervo Restrepo, Felipe",1.0
n1819,"Acuna Noguera, Aneth",1.0
n1820,"Camilo Giraldo-Naranjo, Julian",1.0
n1821,"Penaloza Guerra, Laura Marcela",1.0
n1821,"Mendoza Rojas, Victor Clemente",2.0
n1821,"Herrera Hernandez, Alvaro",3.0
n1822,"Restrepo Ramirez, Antiago",1.0
n1823,"Reyes-Rojas, Monica",1.0
n1823,"Dilia Mieles-Barrera, Maria",2.0
n1823,"Hernandez Vargas, Breiner Alfredo",3.0
n1824,"Trejos, O. I.",1.0
n1824,"Munoz, L. E.",2.0
n1824,"Solarte, G. R.",3.0
n1825,"Ulises Bula, German",1.0
n1825,"Clara Garavito, Maria",2.0
n1825,"Gonzalez, Sebastian",3.0
n1826,"Wentzel, Arnold",1.0
n1827,"Daniel Ramirez, Jerson",1.0
n1828,"Hernandez Salgar, Oscar Andres",1.0
n1829,"Garcia de Velazco, Judith J. Hernandez",1.0
n1829,"Cerpa Munoz, Andreina",2.0
n1829,"Molina Martinez, Olga Maria",3.0
n1830,"Lara-Largo, Sofia",1.0
n1831,"McDougald, Jermaine S.",1.0
n1831,"Patricia Alvarez-Ayure, Claudia",2.0
n1832,"Mejia Delgadillo, Andres",1.0
n1833,"Boada Acosta, Juan Camilo",1.0
n1834,"Calvachi Obando, Ricardo Ernesto",1.0
n1835,"Alonso Chica-Pedraza, Gustavo",1.0
n1835,"Felipe Diaz-Sanchez, Angel",2.0
n1835,"Espinosa-Buitrago, Monica",3.0
n1835,"Norberto Angulo-Esguerra, David",4.0
n1836,"Ayala Osorio, German",1.0
n1837,"Gutierrez, Mario-Fernando",1.0
n1837,"Escobar-Altare, Andrea",2.0
n1838,"Hernandez Sarmiento, Jose Mauricio",1.0
n1838,"Calle Estrada, Maria Camila",2.0
n1838,"Ospina Jimenez, Maria Camila",3.0
n1838,"Roldan Tabares, Mabel Dahiana",4.0
n1838,"Alvarez Hernandez, Luis Felipe",5.0
n1838,"Jaramillo Jaramillo, Laura Isabel",6.0
n1838,"Martinez Sanchez, Lina Maria",7.0
n1839,"Jimenez Quenguan, Myriam",1.0
n1839,"Galeano Barbosa, Deison Julian",2.0
n1840,"Martinez Ruiz, Alexandra",1.0
n1841,"Arias Londono, Andres",1.0
n1841,"Granada-Echeverri, Mauricio",2.0
n1842,"Andrea Dardel-Coronado, M.",1.0
n1843,"Angel Andrade-Caiafa, Miguel",1.0
n1844,"Coronado-Aleman, Aracelis",1.0
n1844,"Martinez-Chima, Liliana",2.0
n1845,"Ruiz, Alvaro",1.0
n1846,"Sanchez-Medina, Alfonso",1.0
n1847,"Osorio-Duran, Edna",1.0
n1847,"Lapeira-Panneflex, Patricia",2.0
n1847,"Acosta-Salazar, Diana",3.0
n1848,"Reyes-Rojas, Monica",1.0
n1848,"Florez-Enciso, Evelyn",2.0
n1848,"Coronel-Brochero, Lisset",3.0
n1848,"Cadena-Wilches, Ana",4.0
n1849,"Brun Vergara, Maria L.",1.0
n1849,"Ochoa Gomez, Diana L.",2.0
n1849,"Triana Rodriguez, Gustavo A.",3.0
n1850,"Atehortua Gonzalez, Alexander",1.0
n1851,"Bernal Bermudez, Maria Clara",1.0
n1852,"Cardenas Reyes, Yeison Mauricio",1.0
n1853,"Herrera Gonzalez, Hector Camilo",1.0
n1854,"Mancipe Trivino, Mauricio",1.0
n1854,"Ramirez Valenzuela, Cynthia Marcela",2.0
n1855,"Moreno Moreno, Maria Pura",1.0
n1856,"Ortiz Pabon, Norela",1.0
n1857,"Pizarro, Jeronimo",1.0
n1858,"Rojas, Clea",1.0
n1859,"Romero Paiva, Hillary M.",1.0
n1860,"Roncallo-Dow, Sergio",1.0
n1860,"Maria Cordoba-Hernandez, Ana",2.0
n1860,"Duran Camero, Marcela",3.0
n1861,"Salinas Leal, Hector Hernando",1.0
n1862,"Serje, Margarita",1.0
n1863,"Torres Sanchez, Rayiv David",1.0
n1864,"Mora Acosta, Yenny Lisbeth",1.0
n1864,"Escarbajal de Haro, Andres",2.0
n1864,"Escarbajal Frutos, Andres",3.0
n1865,"Andino Acosta, Carlos Andres",1.0
n1866,"Chacon Guillen, Carlos Eduardo",1.0
n1867,"Fernanda Planas-Gonzalez, Maria",1.0
n1867,"Gutierrez-Velasco, Alexandra",2.0
n1868,"Meneses Alba, Julie Ximena",1.0
n1868,"Osorio Castaneda, Katherine",2.0
n1868,"Rubio Quintero, Ana Maria",3.0
n1869,"Ortega Iglesias, Jorge Mario",1.0
n1870,"Parada Sanabria, Pompeyo Jose",1.0
n1871,"Preciado-Hoyos, Angela",1.0
n1872,"Faber Morales, John",1.0
n1872,"Restrepo de Mejia, Francia",2.0
n1872,"Rodriguez Sotelo, Luz Dary",3.0
n1872,"Fernando Garcia, Jhonny",4.0
n1872,"Paola Lopez, Yessica",5.0
n1872,"Universidad Autonoma de Manizale, Mary",6.0
n1873,"Garavito Rincon, Laura Natalia",1.0
n1873,"Caro Camargo, Carlos Andres",2.0
n1874,"Aguirre, C. A.",1.0
n1874,"Martins, Q. S.",2.0
n1874,"Barba-Ortega, J.",3.0
n1875,"Quintero Montoya, O. L.",1.0
n1875,"Nino-Ruiz, Elias D.",2.0
n1875,"Pinel, Nicolas",3.0
n1876,"Garcia-Chamorro, Martha",1.0
n1876,"Rosado-Mendinueta, Nayibe",2.0
n1877,"Mendieta, David",1.0
n1878,"Mendez-Galeano, Miguel A.",1.0
n1878,"Felipe Paternina-Cruz, R.",2.0
n1878,"Calderon-Espinosa, Martha L.",3.0
n1879,"Campo-Rivera, Natalia",1.0
n1879,"Castillo Delgado, Raul",2.0
n1879,"Rodriguez Florez, Augusto",3.0
n1880,"David Sanchez-Reinoso, Alefsi",1.0
n1880,"Adolfo Ligarreto-Moreno, Gustavo",2.0
n1880,"Restrepo-Diaz, Hermann",3.0
n1881,"Garcia, Cesar",1.0
n1881,"Montero, David",2.0
n1882,"Henriquez Martinez, Angie",1.0
n1882,"De Francisco Vela, Santiago",2.0
n1883,"Seni Medina, Giuliano Dante",1.0
n1884,"Trujillo Hernandez, J. S.",1.0
n1884,"Tabares, J. A.",2.0
n1884,"Perez Alcazar, G. A.",3.0
n1885,"Cadavid, Lorena",1.0
n1885,"Salazar-Serna, Kathleen",2.0
n1886,"Balaguera-Lopez, Helber Enrique",1.0
n1886,"Espinal-Ruiz, Mauricio",2.0
n1886,"Rodriguez-Nieto, Jeimmy Marcela",3.0
n1886,"Herrera-Arevalo, Anibal",4.0
n1886,"Zacarias, Lorenzo",5.0
n1887,"Fernandez-Trujillo, L.",1.0
n1887,"Roman, V. L.",2.0
n1887,"Morales, E. I.",3.0
n1887,"Osorio, A.",4.0
n1887,"Zuniga, V.",5.0
n1887,"Martinez, D. M.",6.0
n1887,"Ibarra, C.",7.0
n1887,"Quintero, N.",8.0
n1887,"Sua, L. F.",9.0
n1888,"Morales, Marcela",1.0
n1888,"Zapata, Karol",2.0
n1888,"Sagaste, Carlos A.",3.0
n1888,"Angulo, Alberto A.",4.0
n1888,"Rojano, Benjamin",5.0
n1889,"Patricia Rodriguez-Sanchez, Martha",1.0
n1889,"Hurtado-Uriarte, Maite",2.0
n1889,"Andres Diaz-Ruiz, Jorge Ernesto",3.0
n1889,"Vergara, Camila",4.0
n1889,"Cuestas, Andres",5.0
n1889,"Otalora-Esteban, Margarita",6.0
n1889,"Castaneda-Cardonas, Camilo",7.0
n1889,"Rosselli, Diego",8.0
n1890,"Andrea Cardona-Triana, Nathalia",1.0
n1890,"Julieth Fajardo-Ramirez, Daniela",2.0
n1890,"Hernandez, Nasly L.",3.0
n1890,"Eugenia Florez-Lopez, Maria",4.0
n1891,"Pulgarin Rodriguez, Maira Alejandra",1.0
n1892,"Archila, Pablo Antonio",1.0
n1892,"Danies, Giovanna",2.0
n1892,"Truscott de Mejia, Anne-Marie",3.0
n1892,"Restrepo, Silvia",4.0
n1892,"Molina, Jorge",5.0
n1893,"Betancourt-Pena, Jhonatan",1.0
n1893,"Benavides-Cordoba, Vicente",2.0
n1893,"Elena Munoz-Erazo, Beatriz",3.0
n1893,"Carlos Avila-Valencia, Juan",4.0
n1893,"Karim Assis-Reveiz, Jorge",5.0
n1893,"Alejandro Escobar-Vida, David",6.0
n1894,"Rojas, Lyda Z.",1.0
n1894,"Quintero-Lesmes, Doris C.",2.0
n1894,"Gamboa-Delgado, Edna M.",3.0
n1894,"Guio, Elizabeth",4.0
n1894,"Serrano, Norma C.",5.0
n1895,"Cassiani-Miranda, Carlos A.",1.0
n1895,"Quintero-Gomez, Tito C.",2.0
n1895,"Burbano, Adriana L.",3.0
n1895,"Eduard, Arraut-Camargo",4.0
n1896,"Palacios-Sanchez, Leonardo",1.0
n1896,"Camila Nunez-Gomez, Maria",2.0
n1896,"Quevedo-Velez, Emilio",3.0
n1897,"Ariza, Fredy",1.0
n1897,"Raffan, Fernando",2.0
n1898,"Penas Galezo, Ramiro",1.0
n1899,"Cifuentes Garzon, Jose Eduardo",1.0
n1899,"Cardenas Castibtanco, Hetber Isaac",2.0
n1900,"Munoz Argel, M. N.",1.0
n1900,"Arcos Guzman, M.",2.0
n1900,"Velez Carvajal, J.",3.0
n1900,"Forero Ospina, P.",4.0
n1900,"Quintana Fernandez, M.",5.0
n1901,"O'Donovan, Gary",1.0
n1901,"Cadena-Gaitan, Carlos",2.0
n1902,"Restrepo-Escobar, M.",1.0
n1902,"Rios, N. A.",2.0
n1902,"Hernandez-Zapata, L. J.",3.0
n1902,"Velasquez, M.",4.0
n1902,"Quevedo, A.",5.0
n1902,"Eraso, R.",6.0
n1903,"Torres Penuela, Camilo Andres",1.0
n1903,"Hernandez Rincon, Erwin Hernando",2.0
n1903,"Villalba Soto, Manuela",3.0
n1903,"Hernandez Guzman, Cristian David",4.0
n1903,"Manrique Rodriguez, Leidy Milena",5.0
n1903,"Figueredo Arias, Sneider Alberto",6.0
n1904,"Ariza Higuera, Libardo Jose",1.0
n1904,"Torres Gomez, Mario Andres",2.0
n1905,"Carolina Elizalde-Bobadilla, Lucy",1.0
n1905,"Rojas-Santoyo, Francisca",2.0
n1905,"Leonardo Ochoa-Urrego, Rafael",3.0
n1906,"Cardenas, Juan-Camilo",1.0
n1906,"Gomez, Santiago",2.0
n1906,"Mantilla, Cesar",3.0
n1907,"Sandoval-Reyes, Juan",1.0
n1907,"Riveros Munevar, Fernando",2.0
n1907,"Duque Oliva, Edison Jair",3.0
n1908,"Gonzalez Correa, Clara Helena",1.0
n1908,"Marulanda Mejia, Felipe",2.0
n1908,"Castano Gonzalez, Pablo Andres",3.0
n1908,"Vidarte Claros, Jose Armando",4.0
n1908,"Castiblanco Arroyabe, Hector David",5.0
n1909,"Cordoba-Barco, Gerson",1.0
n1909,"Casanova, Fernando",2.0
n1909,"Ealo, Joao L.",3.0
n1910,"Aristizabal, Edier",1.0
n1910,"Sanchez, Oscar",2.0
n1911,"Morales, Alfredo",1.0
n1911,"Piamba, Oscar",2.0
n1911,"Olaya, Jhon",3.0
n1912,"Gomez, D.",1.0
n1912,"Pulido Segura, J.",2.0
n1912,"Cabrera, F.",3.0
n1912,"Mendoza Zuchini, A.",4.0
n1912,"Pedraza Ciro, M.",5.0
n1912,"Sanchez, S.",6.0
n1913,"Andres Garcia-Perdomo, Herney",1.0
n1913,"Garcia Vallejo, Felipe",2.0
n1913,"Sanchez, Adalberto",3.0
n1914,"Ramirez Murillo, Harryson",1.0
n1914,"Arias Galvis, Ivan Alberto",2.0
n1914,"Garzon Huertas, Alfonso German",3.0
n1915,"Segovia-Chaves, Francis",1.0
n1915,"Vinck-Posada, Herbert",2.0
n1916,"Hincapie-Palacio, Doracelly",1.0
n1916,"Acevedo, Marcela",2.0
n1916,"Cristina Hoyos, Maria",3.0
n1916,"Ochoa, Jesus",4.0
n1916,"Gonzalez, Catalina",5.0
n1916,"Andrea Perez, Paula",6.0
n1916,"Molina, Adriana",7.0
n1916,"Isabel Restrepo, Blanca",8.0
n1916,"Arrubla, Marcela",9.0
n1916,"Patricia Echeverri, Adriana",10.0
n1916,"Elena Almanza, Rita",11.0
n1916,"Denise Gonzalez, Luz",12.0
n1916,"Santacruz-Sanmartin, Eduardo",13.0
